,Bill Number,Title,Summary,Session,Sponsors
1688,HB20-1069,Add Water Well Inspectors Identify High-risk Wells,"Water Resources Review Committee.The bill requires the state engineer to employ a minimum of 4 water well inspectors in the state's water well inspection program.The bill requires the state board of water well construction and pump installation contractors, on or before November 1, 2020, to promulgate rules for identifying high-risk water wells that should be prioritized for inspection. Thereafter, the state engineer shall use the rules to identify high-risk water wells and shall prioritize the inspection of  high-risk water wells.The bill clarifies that money in the well inspection cash fund shall be appropriated to and expended by the state engineer only for the well inspection program.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeLori SaineRepresentativeBrianna TitoneSenatorJerry SonnenbergSenatorDon Coram
1689,HB20-1070,Local Government Liable Fracking Ban Oil And Gas Moratorium,"The bill specifies that a local government that bans hydraulic fracturing of an oil and gas well is liable to the mineral interest owner for the value of the mineral interest and that a local government that enacts a moratorium on oil and gas activities shall compensate oil and gas operators, mineral lessees, and royalty owners for all costs, damages, and  losses of fair market value associated with the moratorium.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativePerry Buck
1690,HB20-1071,Driving Instruction For Foster Children,"Transportation Legislation Review Committee.The bill creates the foster children's driver education grant program (program) in the state department of human services (state department) to reimburse county departments of human or social services (county departments) for costs paid to private driving schools for providing driving instruction to  persons in the custody of the county department who are at least 15 years and less than 18 years of age. The state department shall administer the program and award grants to county departments.On or before December 1, 2020, the state board of human services (state board) shall promulgate rules for the administration of the program. On or before November 1, 2021, and on or before January 1 each year thereafter, each county department that receives a grant through the program shall submit a report to the state department. At a minimum, the report must include the information required by rules promulgated by the state board. On or before January 1, 2021, and on or before January 1 each year thereafter for the duration of the program, the state department shall submit a summarized report to the appropriate reference committees of the general assembly. At a minimum, the report must include the information submitted to the state department by county departments.The program is repealed, effective September 1, 2030. Before the repeal, the program is scheduled for a sunset review by the department of regulatory agencies.The bill states that the program does not create any liability on behalf of a county department for contracting with a private driving school to provide driving instruction or for an injury alleged to have occurred while a person in the custody of the state department receives driving instruction from a private driving school, the cost of which instruction may be reimbursed to the county department from the program.The bill states that a certified court order is sufficient to establish the legal name, identity, date of birth, lawful presence in the United States, or Colorado residency of a person who is in the custody of the state department, is at least 15 years and less than 18 years of age, and is applying for a driver's license.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeMonica DuranRepresentativeThomas  ExumSenatorKerry DonovanSenatorDennis Hisey
1691,HB20-1072,Study Emerging Technologies For Water Management,"Water Resources Review Committee.The bill declares that new technologies, such as blockchain, telemetry, improved sensors, and advanced aerial observation platforms, can improve monitoring, management, conservation, and trading of water and enhance confidence in the reliability of data underlying water rights transactions. To advance the potential use of these new technologies, the bill:Authorizes and directs the university of Coloradoand Colorado state university, in collaboration with the Colorado water institute at Colorado state university, to conduct feasibility studies and pilot deployments of these new technologies to improve water management in Colorado; andAppropriates$40,000$20,000 to each universityfrom the general fund, contingent on theuniversity of Colorado'suniversities'receipt of a matching $40,000 in gifts, grants, and donations, for the purpose of funding the studies and pilot programs.(Note: Italicized words indicate new material added to the original summary; dashes through words indicate deletions from the original summary.)(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeJeni James ArndtRepresentativeLori SaineSenatorJerry SonnenbergSenatorJeff Bridges
1692,HB20-1073,County Commissioner Districts Gerrymandering,"The bill requires the creation of independent county commissioner redistricting commissions (commissions) to divide counties that have any number of their county commissioners not elected by the voters of the whole county into county commissioner districts. The bill:Specifies that commissions are appointed both for counties that have any number of their county commissioners not  elected by the voters of the whole county after each federal decennial census of the United States and when a county that has all of its commissioners elected by the voters of the whole county elects to have only some of its commissioners elected by the voters of the whole county;Specifies that the commissions consist of 7 members, 2 of whom must be registered with the state's largest political party, 2 of whom must be registered with the state's second largest political party, and 3 of whom must not be registered with any political party;Establishes the qualifications to serve on the commissions and the method by which commissioners are appointed;Authorizes the commissions to adopt rules and specifies how the commissions are staffed, how the commissions are funded, how the commissions are organized, and sets forth the ethical obligations of the commissioners;Requires the commissions to provide the opportunity for public involvement, including multiple hearings, the ability to propose maps, and to testify at commission hearings, and requires hearings to comply with state statutes regarding open meetings;Mandates that paid lobbying of the commissions be disclosed to the secretary of state by the lobbyist within 72 hours of when the lobbying occurred or when the payment for lobbying occurred, whichever is earlier;Establishes prioritized factors for the commissions to use in drawing districts, including federal requirements, the preservation of communities of interest and political subdivisions, and maximizing the number of competitive districts;Prohibits the commissions from approving a map if it has been drawn for the purpose of protecting one or more members of or candidates for county commissioner or a political party, and codifies current federal law and related existing federal requirements prohibiting maps drawn for the purpose of or that results in the denial or abridgement of a person's right to vote or electoral influence on account of a person's race, ethnic origin, or membership in a protected language group;Requires a majority of commissioners to approve a redistricting map and specifies the date by which a final map must be approved;Specifies that the nonpartisan staff of each commission will draft a preliminary redistricting map and up to 3 additional maps, and, in the event of deadlock by a commission, creates a process by which nonpartisan staff submit a final map to a panel of district court judges for review based on specified criteria; andRequires judicial review of a commission-approved or nonpartisan staff-submitted redistricting map, and limits district court judicial panel review to whether a commission or the staff committed an abuse of discretion.The bill also repeals anachronistic county precinct size rules and allows county clerk and recorders to redraw precincts less often.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeChris KennedyRepresentativeColin Larson
1693,HB20-1074,Trash Collection By Special Districts,"Current law allows a sanitation district, a water and sanitation district, or a metropolitan district with a population of 2,500 or less that is located in a county with a population of 25,000 or less to provide for the collection and transportation of solid waste. The act removes the population restriction, allowing a sanitation district, water and sanitation district, or metropolitan district to provide for the collection and transportation of solid waste regardless of the population in the district or the county. The act specifies that the district may provide the waste services itself or by contracting with a third-party service provider through a public bidding process. The district is prohibited from providing waste services within a municipality or county without the consent of the municipality or county.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeKim RansomRepresentativeBrianna TitoneSenatorJim Smallwood
1694,HB20-1075,Protect Human Life At Conception,"The bill prohibits terminating the life of an unborn child and makes a violation a class 1 felony. The following are exceptions to the prohibition:A licensed physician performs a medical procedure designed or intended to prevent the death of a pregnant mother, if the physician makes reasonable medical efforts  under the circumstances to preserve both the life of the mother and the life of her unborn child in a manner consistent with conventional medical practice; andA licensed physician provides medical treatment, including chemotherapy or removal of an ectopic pregnancy, to the mother that results in the accidental or unintentional injury to or death of the unborn child.The pregnant mother upon whom termination of the life of an unborn child is performed or attempted is not subject to a criminal penalty. The sale and use of contraception is not prohibited by the bill. A conviction related to the prohibition of the termination of the life of an unborn child constitutes unprofessional conduct for purposes of physician licensing.The bill states that any act, law, treaty, order, or regulation of the United States government that denies or prohibits protection of a human person's inalienable right to life is null, void, and unenforceable in this state and that the courts of the United States have no jurisdiction to interfere with Colorado's interest in protecting human life at conception when human life begins.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeStephen HumphreyRepresentativeLori SaineSenatorVicki Marble
1695,HB20-1076,Regulation Of Claims Against Insurance Companies By Insured Parties,"The bill states that if an insurer or an insured party requests an administrative hearing concerning an allegation that an insurer has breached the terms of an enforceable policy or other contract:The commissioner of insurance (commissioner) shall hold the hearing not later than 60 days after receiving the request;Neither the commissioner nor the division nor any administrative court may impose or require a fee of any party in association with the hearing;The commissioner shall conduct the hearing pursuant to the Colorado rules of procedure for small claims courts;The commissioner shall issue a ruling, and the ruling is not subject to appeal and does not prevent de novo judicial proceedings;If the commissioner determines, pursuant to the hearing, that the insurer has breached the terms of an enforceable policy or other contract, the commissioner may award treble damages and attorney fees to the insured party; andAny determination made by the commissioner, the division of insurance, or an administrative law judge pursuant to the hearing is admissible as evidence in any subsequent civil action.The bill states that in any civil action in which a plaintiff claims that an insurer wrongfully denied a claim submitted by the plaintiff pursuant to an enforceable policy issued by the insurer to the plaintiff:The court shall not charge the plaintiff any fee to recover costs associated with a jury trial; andThe defendant insurer may not file a motion for summary judgment, a directed verdict, a judgment on the pleadings, or any other alternative outcome if the plaintiff has requested a jury trial.The bill states that in any civil action in which the trier of fact determines that an insurer wrongfully denied a claim submitted by a plaintiff pursuant to an enforceable policy issued by the insurer to the plaintiff, that the insurer denied the claim in bad faith, and that the plaintiff suffered damages as a result of the wrongful denial, the court shall award treble damages, court costs, and attorney fees to the plaintiff.The bill states that it is an unfair method of competition and an unfair or deceptive act or practice in the business of insurance for an insurer to unilaterally change or cancel, or attempt to unilaterally change or cancel, the terms of a prepaid policy of insurance until the policy is due for renewal.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeDave Williams
1696,HB20-1077,Modifications Of County Treasurer Duties,"The act modifies the authority and duties of the county treasurer (treasurer) of each county.Treasurer's fees: The treasurer is required to charge and receive fees on all money received for town and city taxes. Current law also specifies that the fee for the collection of specific ownership taxes shall not be charged by the treasurer, as the fee is charged when the specific ownership tax is collected by the authorized agent. Section 1 of the act clarifies that the requirement to charge fees does not apply to the collection of specific ownership taxes.In addition, section 1 makes the fees that the treasurer is required to charge for research consistent with the fees charged pursuant to the ""Colorado Open Records Act"", and sections 1 and 14 make the fee charged for issuing an authentication of paid ad valorem taxes and a transportable manufactured home permit discretionary.Deputy treasurer: Current law authorizes a treasurer to appoint a deputy treasurer as necessary. Section 2 authorizes a treasurer to appoint a chief deputy and specifies that the chief deputy treasurer performs the duties of the treasurer if the treasurer is unable to perform such duties or if there is a vacancy in the treasurer's office.Receipts: Each treasurer is required to issue a receipt upon payment of any money to him or her. Sections 3 and 11 specify that if a person who has paid taxes wants a receipt for payment of taxes, the person shall request a receipt and the treasurer is required to issue such receipt upon request.Keeping a cash book: Current law requires each treasurer to keep a cash book with a record of every financial transaction in which the treasurer is involved. Section 4 repeals this requirement, as it is redundant to another statutory provision that requires each treasurer to keep a just and true account of the receipt and expenditure of all money that comes in or goes out of the treasurer's office.Definition of treasurer: For county purposes, ""treasurer"" is defined as the elected treasurer of a county or his or her appointed successor. However, the Weld county treasurer is appointed pursuant to the county's charter rather than elected. Section 5 modifies the definition of treasurer to include the treasurer or equivalent officer, as provided in the county's charter, for any home rule county.Conveyance of property: Current law specifies when the grantee or grantor of a conveyance of property will pay the taxes levied on the property if the conveyance does not include an express agreement regarding which party will pay the taxes due. Section 6 clarifies that this provision applies only when the property conveyed is not personal property, which is addressed in another provision of law. In addition, section 9 repeals obsolete language that required the treasurer to waive personal property tax obligations resulting from any conveyance, relocation, or change in tax status of the property that were not in the process of collection as of a certain date.Notice of property tax exemption: By specified dates each year, each county assessor and treasurer is required to mail certain mailings or notices to each residential real property address in the county. Section 7 specifies that if the county assessor or treasurer has reasonable certainty that such a notice will not be delivered to a residential real property address by the United States postal service, the county assessor and treasurer are not required to send the notice to that address.Declarations: Current law allows the treasurer to assess and tax any taxable property located in the treasurer's county if the property was omitted from the county assessor's tax list and warrant. Current law also requires public utilities in the state and the operators or owners of oil and gas leaseholds in the state to file with the property tax administrator or the county assessor, respectively, certain statements regarding their property. The statements are confidential and are currently not available to the treasurers. The treasurer, however, may need access to these statements if property owned by the public utility or the oil and gas leaseholds are omitted from the tax list and warrant. Sections 8 and 10 specify that such statements filed with the property tax administrator and the county assessor are available to the treasurer.Notice of school district mill levy: Current law requires each person whose name appears on the tax list and warrant to be informed in writing of specified information regarding the school district general fund mill levy. Section 12 modifies this provision to require the school district mill levy information be included on every tax notice.Estimated payment of tax: Current statute does not authorize a treasurer to accept an early payment of tax. Section 13 allows a treasurer to accept an estimated prepayment of property taxes due for the current tax year prior to the treasurer's receipt of the tax warrant. Section 13 also gives the treasurer broad authority to establish the conditions and terms under which estimated prepayments will be accepted.Tax liens on mobile homes: Current law specifies that a mobile home that is sold may be redeemed by the owner if certain criteria are satisfied. Section 15 modifies this provision to also allow the mobile home to be redeemed if it is stricken off to the county.When a mobile home has been purchased by the county at a tax sale and the assessor has determined that the actual value of the mobile home is less than $1,000, current law requires the treasurer to declare the mobile home condemned and to dispose of the mobile home at the end of the redemption period. Section 15 authorizes, rather than requires, the treasurer to condemn and dispose of the mobile home at the end of the redemption period.Personal property tax moving from county: Pursuant to current law, if the treasurer has reason to believe that personal property will be removed from the state, the treasurer may proceed with collections. Current law also states that if the county assessor reports that the property is moving out of the county, the treasurer is required to proceed with the collections process. Section 16 makes the 2 provisions consistent by referencing property moving out of the county in both instances and by allowing the treasurer to determine whether to proceed with collections in both instances.Abatement of taxes: Current law specifies that for abatements or refunds of taxes made pursuant to a petition for abatement or refund, interest accrues from the date a complete abatement petition is filed. Section 17 requires that beginning January 1, 2020, interest accrues from the date an abatement petition is filed or the date payment of taxes was received by the treasurer, whichever is later.Certification of taxes due: Upon request, a treasurer is required to certify the amount of taxes due as shown in the records of the treasurer's office or the records of the department of revenue. Current law specifies that a certificate signed by the treasurer showing payment of all taxes due is conclusive evidence that the taxes have been paid, without distinguishing between taxes owed to the treasurer and taxes owed to the department of revenue. Section 18 specifies that a certificate signed by the treasurer is conclusive evidence that only the taxes owed to the county have been paid.County held liens: Current law requires the treasurer, at least annually, to prepare and present to the board of county commissioners a list of all tax liens on all real property struck off to the county and all certificates of sale relating to the property if the certificates have been held by the county for 30 years or more without obtaining a deed or being otherwise disposed of. Section 19 changes this requirement to apply to certificates held by the county for 3 years to allow the board of county commissioners to take certain actions regarding the property at an earlier date.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeJanice RichRepresentativeDonald ValdezSenatorChris Holbert
1697,HB20-1078,Pharmacy Benefit Management Firm Claims Payments,"Beginning January 1, 2021, the act:Prohibits a pharmacy benefit management firm (PBM) from reimbursing a pharmacy in an amount less than the amount that the PBM reimburses any affiliate for the same pharmacy services;Prohibits PBMs from retroactively reducing payment on a clean claim submitted by a pharmacy unless as the result of an audit conducted in accordance with state law; andRequires health insurers that contract with PBMs to ensure that the PBMs are complying with this prohibition.The division of insurance is authorized to promulgate rules to establish the manner in which carriers and pharmacy benefit management firms are required to show compliance with the act.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeSonya Jaquez LewisRepresentativeKyle MullicaSenatorFaith Winter
1698,HB20-1079,Juveniles On Colorado Sex Offender Registry,"The Legislative Oversight Committee Concerning the Treatment of Persons with Mental Health Disorders in the Criminaland Juvenile Justice Systems.The bill implements various recommendations of the legislative oversight committee concerning the treatment of persons with mental health disorders in the criminal and juvenile justice systems regarding juveniles who have committed sex offenses, including:Specifying that if a juvenile who is moving to Colorado would be otherwise required to register on Colorado's sex offender registry (registry) but the juvenile's duty to register in another state has been terminated by a court order, then the juvenile is not required to register or petition the court for removal from the registry;Expanding judicial discretion at the time of sentencing to exempt from registration or require juveniles to register for all first offense registerable juvenile sex crimes if a sex offender management board evaluator recommends exemption and the juvenile is otherwise statutorily eligible;Adding language to adult and juvenile provisions that currently reference only crimes defined as ""unlawful sexual behavior"" to also include convictions and adjudications for nonsexual crimes where there has been, pursuant to statute, a judicial finding of an underlying factual basis involving unlawful sexual behavior;Creating a process for the court to reconsider its ruling on whether to require registration if new information is discovered after the court made its initial ruling;Adding a requirement for the court to issue a ruling or set a mandatory hearing no later than 14 days before the end of each juvenile's sentence concerning a juvenile's ongoing duty to register;Changing the current law that allows the Colorado Bureau of Investigation (CBI) to inform the requesting party if a person is on the registry so that the CBI may release information about a juvenile only under certain restrictions;Requiring the CBI to collect data on the number of times information is requested and released concerning juveniles on the registry;Creating a new unclassified misdemeanor for members of the public who submit a false statement to the CBI for purposes of obtaining juvenile registry information or who use such information in a prohibited manner;Updating current law regarding the posting of information on the registry to the internet to specifically exclude juveniles;Clarifying that a local law enforcement agency may not release or post on its website information regarding juveniles on the registry;Changing current law that requires lifetime registration for an adult who has more than one adjudication as a juvenile so that juvenile adjudications alone may not trigger mandatory lifetime registration; andUpdating language in the Colorado crime victim rights act to clarify victim rights when a petition or motion is made to terminate sex offender registration.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeAdrienne BenavidezRepresentativeJonathan SingerSenatorRobert Rodriguez
1699,HB20-1080,Remove Residency Requirement For Marijuana License,"Under current law, all managers and employees of a medical marijuana business or a retail marijuana business with day-to-day operational control must be Colorado residents when they apply for licensure. The act repeals this residency requirement.The act clarifies that all employee licenses are valid for a period not to exceed 2 years and all regulated marijuana business licenses and licenses granted to a controlling beneficial owner are valid for one year.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeMatt GrayRepresentativeKevin Van WinkleSenatorJulie GonzalesSenatorVicki Marble
1700,HB20-1081,Multilingual Ballot Access,"The bill requires the secretary of state (secretary) and county clerk and recorders (county clerk) of certain counties to provide multilingual ballot access.The secretary is required to establish a multilingual ballot hotline (hotline) to provide access to qualified translators in each of the languages in which the most recent decennial census was offered, to assist electors in translating ballot language. The secretary is required to establish the hotline for use during the general election held inNovember 2020November 2022, and for every general election and statewide odd-year election thereafter. The secretary is also required to:Provide notice of the hotline to electors through election day;Ensure that the translators who provide translations for the multilingual hotline are qualified translators; andPromulgate rules as may be necessary to create and administer the hotline.The county clerk of any county that satisfies specified criteria is required to create, in coordination with the secretary, a minority language sample ballot (sample ballot) in any minority language spoken in the county that satisfies the following:The minority language is spoken by at least 2,000 citizens in the county age 18 years or older who speak English less than very well and who speak the minority language at home; orThe minority language is spoken by at least 2.5% of citizens in the county age 18 years or older who speak English less than very well and who speak the minority language at home.The bill specifiesthe information that the county clerk is required to include on thethat thesample ballotmust include all of the same content that is on the English language ballotas well asand also specifiesthe format of the sample ballot. In addition, the bill requires that the sample ballots be available for the general election held in November 2020, and for each general election and statewide odd-year election thereafter.The county clerk of any county that satisfies specified criteria is required to provide, upon the request of an elector, an in-person minority language ballot (in-person ballot) in any minority language spoken in the county that satisfies the same criteria specified for sample ballots. An in-person ballot can be a ballot on demand, a ballot from a printed stock of ballots, or a ballot via an electronic voting device.The bill specifiesthe information that the county clerk is required to include on thethat thein-person ballotmust include all of the same content that is on the English language ballotand specifies that in-person ballots are required to be available for the general election held in November 2022, and for each general election and statewide odd-year election thereafter.The secretary is required to determine, pursuant to specified criteria, which counties in the state are required to provide multilingual ballot access by creating a sample ballot and providing an in-person ballot, and to notify the county clerk of any county that is required to provide such multilingual ballot access.The secretary is required to provide each county clerk that is required to provide multilingual ballot access with a translation in the applicable minority language or languages of allfederal and statewide candidates for election, all statewide ballot questions, and all statewide questions regarding the retention of judgescontent that is certified to the county clerks by the secretary of statefor use by the county clerkin creating the multilingual ballot access.For the 2020-21 state fiscal year, $72,112 is appropriated to the department of state from the department of state cash fund for the implementation of the multilingual ballot access requirements.(Note: Italicized words indicate new material added to the original summary; dashes through words indicate deletions from the original summary.)(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeYadira CaraveoSenatorJulie Gonzales
1701,HB20-1082,State Historical Society Authority To Sell Property,"The act grants the state historical society the authority to sell a vacant lot located in Georgetown, Colorado. The act specifies that the proceeds of the sale must be credited to the state museum cash fund to be used for capital outlay, capital construction, or controlled maintenance at museums statewide.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeAlex ValdezRepresentativeJanice RichSenatorTammy StorySenatorRhonda Fields
1702,HB20-1083,Nursing Home Definition For Residential Property Tax,"According to a memorandum issued by the state's property tax administrator on April 17, 2019, facilities that provide long-term nursing, rest, and assisted living services, where residents reside for more than 30 days, are classified as residential properties. However, facilities that provide short-term convalescent care and rehabilitation services, where patrons visit the facility periodically or temporarily reside there for less  than 30 days, are valued and classified according to the procedures for nonresidential property.The bill defines a nursing home to include, among other things, a nursing home that provides convalescent care and rehabilitation services. The bill specifies that land on which a nursing home is situated and any improvements affixed to that land is classified and assessed as residential real property, regardless of a resident's length of stay.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeTracy Kraft-TharpRepresentativeKevin Van WinkleSenatorChris Holbert
1703,HB20-1084,Requirements For Dog And Cat Breeders And Sellers,"The bill creates the ""Humane Pet Act"", which:Establishes standards for the care and treatment of dogs and cats by dog breeders and cat breeders;Prohibits the sale of a dog or cat in a public place by any person; andProhibits the sale of dogs and cats by pet stores.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeMonica DuranSenatorMike Foote
1704,HB20-1085,Prevention Of Substance Use Disorders,"The act requires a health benefit plan, beginning January 1, 2022, to provide coverage for nonpharmacological treatment as an alternative to opioids. The required coverage must include, at a cost-sharing amount not to exceed the cost-sharing amount for a primary care visit for nonpreventive services and without a prior authorization requirement, at least 6 physical therapy visits, 6 occupational therapy visits,6 chiropractic visits, and 6 acupuncture visits per year.The act requires an insurance carrier (carrier) that provides prescription drug benefits to provide coverage, beginning January 1, 2022, for at least one atypical opioid that is approved by the federal food and drug administration (FDA) for the treatment of acute or chronic pain at the lowest cost-sharing tier of the carrier's formulary with no requirement for step therapy or prior authorization and to not require step therapy for any additional FDA-approved atypical opioids.The act precludes a carrier that has a contract with a physical therapist, occupational therapist, or acupuncturist from:Prohibiting the physical therapist, occupational therapist, or acupuncturist from, or penalizing the physical therapist, occupational therapist, or acupuncturist for, providing a covered person information on the amount of the covered person's financial responsibility for the covered person's physical therapy, occupational therapy, or acupuncture services; orRequiring the physical therapist, occupational therapist, or acupuncturist to charge or collect a copayment from a covered person that exceeds the total charges submitted by the physical therapist, occupational therapist, or acupuncturist.The commissioner of insurance is required to take action against a carrier that the commissioner determines is not complying with these prohibitions.The act requires the executive director of the department of regulatory agencies to promulgate rules that limit the supply of a benzodiazepine that a prescriber may prescribe to patient who has not had a prescription for benzodiazepine in the last 12 months.Current law limits an opioid prescriber from prescribing more than a 7-day supply of an opioid to a patient who has not had an opioid prescription within the previous 12 months unless certain conditions apply, and this prescribing limitation is set to repeal on September 1, 2021. The act continues the prescribing limitation indefinitely.The act requires the Colorado medical board (board) to consult with the center for research into substance use disorder prevention, treatment, and recovery support strategies to promulgate rules establishing competency-based continuing education requirements for physicians and physician assistants concerning prescribing practices for opioids.With regard to the prescription drug monitoring program (program), the act:Modifies requirements for adding prescription information to the program; (program)Prohibits the state board of pharmacy from charging practitioners or pharmacists a fee for registering or maintaining an account with the program;Continues indefinitely the requirement that a health care provider query the program before prescribing a second fill for an opioid;Requires each health care provider to query the program before prescribing a second fill for a benzodiazepine, unless certain exceptions apply;Requires the board to promulgate rules designating additional controlled substances and other prescription drugs to be tracked by the program; andIn addition to current law allowing medical examiners and coroners to query the program when conducting an autopsy, allows medical examiners and coroners to query the program when conducting a death investigation.The act appropriates $18,540 from the division of professions and occupations cash fund to the department of regulatory agencies to implement the act, with $2,550 allocated to the Colorado medical board and $15,990 reappropriated to the department of law to provide legal services to the department of regulatory agencies.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeChris KennedyRepresentativeLeslie HerodSenatorFaith WinterSenatorKevin Priola
1705,HB20-1086,Insurance Coverage Mental Health Wellness Exam,"The bill adds a requirement, as part of mandatory health insurance coverage of preventive health care services, that health plans cover an annual mental health wellness examination of up to 60 minutes that is performed by a qualified mental health care provider. The coverage must:Be comparable to the coverage of a physical examination;Comply with the requirements of federal mental health parity laws; andNot require any deductibles, copayments, or coinsurance for the mental health wellness examination.The bill appropriates $13,347 from the division of insurance cash fund to the division of insurance in the department of regulatory agencies for personal services to implement the bill.(Note: Italicized words indicate new material added to the original summary; dashes through words indicate deletions from the original summary.)(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeDafna Michaelson JenetRepresentativeColin LarsonSenatorRhonda Fields
1706,HB20-1087,Parks And Wildlife Law Enforcement Statutes Cleanup,"The act modifies various provisions relating to the enforcement of parks and wildlife statutes as follows:Clarifies that any person, not just a hunter, may be prosecuted for violations of parks and wildlife statutes;Amends the definition of ""take"" to clarify that the term includes the killing of wildlife with certain exceptions;States that licenses issued by the division of parks and wildlife (division) are not subject to the ""Secure and Verifiable Identity Document Act"";Specifies the default penalties that apply to a person who is convicted of a violation of a parks and wildlife statute or rule promulgated under those statutes that does not list a specific penalty;Extends the period of time within which an alleged offender may pay fines and surcharges identified in a penalty assessment notice issued to the alleged offender from 15 days to 20 days and authorizes personal service or service by certified mail of a summons and complaint or a penalty assessment notice;Authorizes the parks and wildlife commission or a hearing officer to suspend a person's license issued by the division for a failure to comply with an official notice of an alleged violation of the parks and wildlife statutes. The suspension is lifted once the person furnishes or causes to be furnished to the division satisfactory evidence of compliance with the official notice of an alleged violation.Makes the imposition of additional penalties regarding the unlawful taking of trophy animals permissive instead of mandatory;For the purposes of hunting in a careless manner, amends the definition of ""careless"" and authorizes a lesser fine for a person who hunts in a careless manner while hunting with a big game license for a type of animal different than the type of animal killed and who immediately field dresses the killed animal and reports the killing to the division;Amends the definition of ""vessel"" to include all types of stand-up paddleboards and excludes from the definition of ""river outfitter"" a person whose only service is providing instruction in stand-up paddleboarding;Authorizes a person to possess a loaded pistol or revolver while snowmobiling and clarifies that the division may authorize certain conduct while operating a snowmobile that is otherwise unlawful; andProhibits a river outfitter, guide, trip leader, or guide instructor from allowing another person to operate a vessel without due regard for river conditions or other attending circumstances or in a manner that endangers any person, property, or wildlife. A person who violates the prohibition commits a class 3 misdemeanor.(Note: This summary applies to this bill as enacted.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativePerry WillRepresentativeJeni James ArndtSenatorKerry DonovanSenatorBob Rankin
1707,HB20-1088,U Visa Certification Requirements,"To be eligible for U nonimmigrant status (U visa) from the federal government, a requestor must receive a certification form from a certifying official attesting that the person has been the victim of certain criminal activity and has been, is being, or is likely to be helpful to the detection, investigation, or prosecution of the criminal activity. The bill sets a required time frame for completion or denial of the certification request and sets forth the factors that mayand may notbe considered in the certification process.If a certifying official denies a certification request, the bill requires the certifying official to give the requestor a written statement containing the reasons for the denial.The bill also prohibits certain disclosures to immigration authorities and requireslaw enforcementcertifying agenciesto provide crime victims with information about the U visa.(Note: Italicized words indicate new material added to the original summary; dashes through words indicate deletions from the original summary.)(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeSerena Gonzales-GutierrezSenatorJessie Danielson
1708,HB20-1089,Employee Protection Lawful Off-duty Activities,The bill prohibits an employer from terminating an employee for the employee's lawful off-duty activities that are lawful under state law  even if those activities are not lawful under federal law.(Note: This summary applies to this bill as introduced.)Read More,Session:2020 Regular Session,Prime SponsorsRepresentativeJovan Melton
1709,HB20-1090,Pharmacies To Provide Prescription Readers,"The bill requires a retail community pharmacy, as defined in the bill, to make a prescription reader available to each individual who is blind or visually impaired to whom the pharmacy dispenses a prescription  drug.(Note: This summary applies to this bill as introduced.)Read More",Session:2020 Regular Session,Prime SponsorsRepresentativeMary Young
